# g4beamline profile
#Z N meanX sigmaX meanY sigmaY emitX emitY emitTrans betaX betaY betaTrans alphaX alphaY alphaTrans meanP
#mm - mm mm mm mm mm-rad mm-rad mm-rad mm mm mm - - - MeV/c
7693.1 2164 81.788 97.153 -4.057 75.925 1.263 0.8964 1.063 4188 2558 3373 1.388 -0.3004 0.544 65.91
7703.1 2164 81.593 96.804 -4.063 76.036 1.268 0.8952 1.064 4151 2561 3356 1.562 -0.4179 0.5721 65.91
7713.1 2164 81.364 96.414 -4.072 76.182 1.274 0.8946 1.066 4108 2565 3336 1.726 -0.5311 0.5974 65.91
7723.1 2164 81.101 95.984 -4.082 76.360 1.279 0.8943 1.069 4062 2571 3317 1.877 -0.6379 0.6197 65.91
7733.1 2164 80.807 95.516 -4.093 76.568 1.284 0.8944 1.07 4014 2580 3297 2.015 -0.7367 0.6389 65.91
7743.1 2164 80.485 95.014 -4.107 76.805 1.286 0.8952 1.072 3965 2591 3278 2.135 -0.8265 0.6545 65.91
7753.1 2164 80.137 94.481 -4.121 77.066 1.288 0.8969 1.074 3913 2604 3258 2.239 -0.907 0.6661 65.91
7763.1 2164 79.765 93.920 -4.137 77.349 1.288 0.8996 1.075 3860 2618 3239 2.326 -0.9781 0.6737 65.91
7773.1 2164 79.373 93.336 -4.153 77.651 1.287 0.9033 1.077 3805 2633 3219 2.395 -1.04 0.6774 65.91
7783.1 2164 78.964 92.732 -4.171 77.970 1.285 0.9078 1.079 3748 2650 3199 2.449 -1.094 0.6776 65.91
7793.1 2164 78.540 92.111 -4.189 78.303 1.283 0.9128 1.081 3691 2667 3179 2.489 -1.139 0.6745 65.91
7803.1 2164 78.103 91.476 -4.207 78.647 1.28 0.9182 1.083 3633 2686 3159 2.516 -1.178 0.6689 65.91
7813.1 2164 77.656 90.829 -4.226 79.001 1.276 0.9236 1.085 3576 2705 3140 2.532 -1.21 0.661 65.91
7823.1 2164 77.200 90.174 -4.246 79.362 1.273 0.9289 1.086 3519 2726 3122 2.539 -1.237 0.6513 65.91
7833.1 2164 76.738 89.512 -4.265 79.730 1.269 0.934 1.088 3462 2747 3104 2.54 -1.259 0.6402 65.91
7843.1 2164 76.270 88.845 -4.284 80.102 1.266 0.9387 1.089 3406 2769 3087 2.535 -1.279 0.6278 65.91
7853.1 2164 75.798 88.174 -4.304 80.479 1.264 0.9431 1.09 3350 2791 3071 2.526 -1.297 0.6143 65.91
7863.1 2164 75.322 87.500 -4.324 80.860 1.261 0.9468 1.092 3296 2815 3055 2.514 -1.314 0.6002 65.91
7873.1 2164 74.843 86.823 -4.344 81.243 1.259 0.9499 1.092 3242 2839 3041 2.501 -1.33 0.5856 65.91
7883.1 2164 74.361 86.144 -4.364 81.630 1.257 0.9523 1.093 3190 2864 3027 2.486 -1.345 0.5708 65.91
7893.1 2164 73.877 85.464 -4.384 82.019 1.255 0.9541 1.093 3139 2891 3015 2.472 -1.36 0.5557 65.91
7903.1 2164 73.391 84.782 -4.404 82.411 1.254 0.9552 1.093 3089 2919 3004 2.456 -1.375 0.5405 65.91
7913.1 2164 72.903 84.099 -4.424 82.805 1.252 0.9558 1.093 3040 2948 2994 2.441 -1.391 0.5253 65.91
7923.1 2164 72.414 83.415 -4.444 83.202 1.251 0.956 1.092 2993 2977 2985 2.426 -1.406 0.5101 65.91
7933.1 2164 71.923 82.730 -4.464 83.600 1.249 0.9556 1.091 2946 3008 2977 2.411 -1.421 0.4948 65.91
7943.1 2164 71.431 82.044 -4.485 84.001 1.248 0.955 1.09 2900 3040 2970 2.396 -1.437 0.4795 65.91
7953.1 2164 70.937 81.357 -4.505 84.404 1.246 0.954 1.089 2855 3072 2964 2.381 -1.453 0.4642 65.91
7963.1 2164 70.443 80.670 -4.525 84.809 1.245 0.9528 1.088 2810 3106 2958 2.367 -1.469 0.4488 65.91
7973.1 2164 69.947 79.982 -4.546 85.216 1.244 0.9514 1.087 2766 3140 2953 2.352 -1.485 0.4334 65.91
7983.1 2164 69.450 79.293 -4.566 85.624 1.242 0.9498 1.085 2722 3174 2948 2.337 -1.501 0.4178 65.91
7993.1 2164 68.952 78.604 -4.587 86.035 1.241 0.9483 1.084 2678 3209 2943 2.322 -1.517 0.4021 65.91
8003.1 2164 68.454 77.914 -4.608 86.447 1.24 0.9466 1.082 2635 3244 2939 2.306 -1.534 0.3863 65.91
8013.1 2163 67.948 77.241 -4.520 86.735 1.239 0.9417 1.079 2597 3274 2936 2.295 -1.544 0.3754 65.9
8023.1 2163 67.448 76.550 -4.540 87.150 1.238 0.9401 1.078 2554 3310 2932 2.279 -1.56 0.3593 65.9
8033.1 2163 66.947 75.859 -4.560 87.567 1.237 0.9384 1.076 2511 3346 2929 2.263 -1.577 0.3431 65.9
8043.1 2163 66.446 75.167 -4.580 87.985 1.236 0.9368 1.075 2469 3382 2926 2.246 -1.593 0.3267 65.9
8053.1 2163 65.944 74.475 -4.600 88.405 1.235 0.9352 1.074 2426 3419 2923 2.229 -1.608 0.3101 65.9
8063.1 2163 65.442 73.783 -4.621 88.827 1.234 0.9337 1.072 2384 3455 2920 2.211 -1.624 0.2933 65.9
8073.1 2163 64.940 73.091 -4.641 89.250 1.234 0.9323 1.071 2342 3492 2917 2.193 -1.64 0.2765 65.9
8083.1 2163 64.437 72.398 -4.661 89.675 1.233 0.9309 1.07 2300 3529 2914 2.174 -1.655 0.2595 65.9
8093.1 2163 63.934 71.706 -4.681 90.101 1.232 0.9295 1.069 2258 3566 2912 2.155 -1.67 0.2424 65.9
8103.1 2163 63.431 71.014 -4.702 90.528 1.232 0.9283 1.068 2217 3603 2910 2.135 -1.684 0.2252 65.9
8113.1 2163 62.928 70.323 -4.722 90.957 1.231 0.9271 1.067 2176 3640 2908 2.114 -1.699 0.2078 65.9
8123.1 2163 62.425 69.632 -4.742 91.387 1.231 0.926 1.067 2135 3677 2906 2.094 -1.713 0.1904 65.9
8133.1 2163 61.922 68.941 -4.763 91.818 1.231 0.9251 1.066 2094 3714 2904 2.072 -1.727 0.1727 65.9
8143.1 2163 61.419 68.251 -4.783 92.251 1.231 0.9242 1.065 2053 3751 2902 2.05 -1.74 0.155 65.9
8153.1 2163 60.916 67.562 -4.803 92.684 1.231 0.9235 1.065 2013 3788 2900 2.028 -1.754 0.1372 65.9
8163.1 2163 60.414 66.874 -4.824 93.118 1.23 0.9228 1.064 1973 3825 2899 2.005 -1.767 0.1193 65.9
8173.1 2163 59.912 66.188 -4.844 93.554 1.231 0.9223 1.064 1933 3862 2897 1.982 -1.779 0.1013 65.9
8183.1 2163 59.410 65.502 -4.865 93.990 1.231 0.9219 1.064 1893 3899 2896 1.958 -1.791 0.08332 65.9
8193.0 2162 58.912 64.833 -5.003 94.289 1.231 0.9195 1.063 1857 3928 2892 1.936 -1.797 0.06959 65.9
8203.0 2162 58.412 64.150 -5.024 94.726 1.231 0.9193 1.063 1818 3964 2891 1.911 -1.808 0.05153 65.9
8213.0 2162 57.912 63.469 -5.045 95.163 1.231 0.9192 1.063 1780 4001 2890 1.885 -1.818 0.03348 65.9
8223.0 2162 57.412 62.791 -5.066 95.600 1.231 0.9193 1.063 1742 4038 2890 1.858 -1.827 0.01548 65.9
8233.0 2162 56.913 62.115 -5.087 96.038 1.231 0.9195 1.063 1704 4074 2889 1.831 -1.836 -0.002427 65.9
8243.0 2162 56.415 61.441 -5.108 96.476 1.231 0.9198 1.063 1667 4111 2889 1.803 -1.844 -0.0202 65.9
8253.0 2162 55.918 60.771 -5.129 96.913 1.231 0.9203 1.063 1631 4148 2889 1.775 -1.85 -0.03776 65.9
8263.0 2162 55.422 60.104 -5.150 97.350 1.231 0.9209 1.064 1595 4184 2890 1.745 -1.855 -0.05504 65.9
8273.0 2161 54.938 59.452 -5.289 97.654 1.231 0.9203 1.063 1561 4213 2887 1.717 -1.854 -0.06847 65.9
8283.0 2161 54.444 58.794 -5.311 98.088 1.23 0.9215 1.064 1526 4248 2887 1.686 -1.856 -0.08483 65.9
8293.0 2161 53.951 58.139 -5.332 98.521 1.23 0.923 1.064 1492 4283 2887 1.654 -1.855 -0.1005 65.9
8303.0 2161 53.460 57.490 -5.354 98.951 1.229 0.9249 1.065 1457 4317 2887 1.621 -1.851 -0.1153 65.9
8313.0 2161 52.971 56.847 -5.375 99.379 1.228 0.9273 1.066 1424 4351 2887 1.586 -1.844 -0.129 65.9
8323.0 2156 52.520 56.259 -5.291 99.175 1.224 0.9221 1.061 1401 4353 2877 1.561 -1.812 -0.1258 65.91
8333.0 2155 52.042 55.641 -5.430 99.459 1.223 0.9234 1.062 1370 4377 2873 1.525 -1.79 -0.1326 65.91
8343.0 2155 51.558 55.018 -5.450 99.868 1.223 0.926 1.063 1338 4408 2873 1.487 -1.768 -0.1402 65.91
8353.0 2154 51.073 54.416 -5.356 100.153 1.222 0.9266 1.063 1309 4432 2870 1.45 -1.733 -0.1417 65.91
8363.0 2154 50.598 53.812 -5.375 100.544 1.222 0.9286 1.064 1279 4464 2871 1.41 -1.697 -0.1433 65.91
8373.0 2153 50.121 53.228 -5.279 100.810 1.222 0.9282 1.064 1251 4489 2870 1.371 -1.647 -0.1382 65.9
8383.0 2152 49.673 52.652 -5.415 101.051 1.218 0.9284 1.062 1226 4517 2872 1.33 -1.593 -0.1311 65.91
8393.0 2151 49.219 52.093 -5.318 101.289 1.218 0.9273 1.062 1201 4542 2872 1.289 -1.527 -0.119 65.91
8403.0 2150 48.786 51.540 -5.452 101.499 1.218 0.9258 1.061 1177 4565 2871 1.246 -1.453 -0.1032 65.91
8413.0 2147 48.399 51.009 -5.824 101.437 1.219 0.9213 1.058 1156 4571 2864 1.204 -1.364 -0.07982 65.91
8423.0 2147 47.963 50.479 -5.839 101.733 1.219 0.9195 1.057 1133 4603 2868 1.159 -1.277 -0.05898 65.91
8433.0 2146 47.547 49.974 -5.972 101.881 1.219 0.9164 1.056 1112 4624 2868 1.115 -1.181 -0.03265 65.91
8443.0 2146 47.131 49.476 -5.985 102.133 1.22 0.9147 1.055 1091 4651 2871 1.07 -1.081 -0.00592 65.91
8453.0 2146 46.725 48.993 -5.996 102.362 1.22 0.9133 1.054 1071 4676 2873 1.024 -0.9774 0.02314 65.91
8463.0 2145 46.328 48.539 -5.892 102.455 1.22 0.9111 1.053 1053 4691 2872 0.9788 -0.8667 0.05603 65.91
8473.0 2144 45.956 48.099 -5.786 102.523 1.219 0.9092 1.052 1035 4703 2869 0.9332 -0.7536 0.08981 65.91
8483.0 2144 45.582 47.669 -5.792 102.677 1.22 0.9087 1.051 1017 4719 2868 0.8874 -0.64 0.1237 65.91
8493.0 2143 45.203 47.263 -5.683 102.695 1.218 0.9072 1.05 1002 4729 2865 0.8443 -0.5228 0.1607 65.92
8503.0 2142 44.833 46.872 -5.574 102.692 1.215 0.906 1.048 987 4738 2862 0.8022 -0.4047 0.1988 65.92
8513.0 2142 44.490 46.496 -5.576 102.769 1.215 0.9059 1.048 971.4 4746 2858 0.7577 -0.2864 0.2356 65.92
8523.0 2142 44.159 46.137 -5.575 102.820 1.215 0.9058 1.048 956.5 4751 2854 0.7136 -0.1672 0.2732 65.92
8533.0 2142 43.838 45.797 -5.574 102.845 1.215 0.9058 1.048 942.6 4753 2848 0.6702 -0.0475 0.3113 65.92
8543.0 2142 43.529 45.476 -5.571 102.843 1.215 0.9058 1.048 929.5 4754 2841 0.6273 0.07258 0.3499 65.92
8553.0 2142 43.231 45.174 -5.566 102.816 1.215 0.9058 1.048 917.2 4751 2834 0.585 0.1928 0.3889 65.92
8563.0 2142 42.944 44.891 -5.560 102.762 1.215 0.9058 1.048 905.8 4746 2826 0.5433 0.3128 0.4281 65.92
8573.0 2142 42.668 44.627 -5.553 102.683 1.215 0.9057 1.048 895.2 4739 2817 0.5021 0.4326 0.4673 65.92
8583.0 2142 42.402 44.382 -5.544 102.577 1.215 0.9056 1.048 885.4 4730 2808 0.4615 0.5518 0.5067 65.92
8593.0 2142 42.148 44.156 -5.534 102.445 1.216 0.9055 1.048 876.5 4718 2797 0.4215 0.6702 0.5459 65.92
8603.0 2142 41.904 43.950 -5.522 102.287 1.216 0.9053 1.048 868.4 4704 2786 0.382 0.7877 0.5848 65.92
8613.0 2142 41.670 43.762 -5.509 102.103 1.216 0.9049 1.048 861.1 4687 2774 0.343 0.904 0.6235 65.92
8623.0 2142 41.447 43.594 -5.495 101.893 1.216 0.9044 1.048 854.7 4669 2762 0.3045 1.019 0.6617 65.92
8633.0 2142 41.234 43.445 -5.479 101.658 1.216 0.9037 1.047 849 4649 2749 0.2666 1.132 0.6993 65.92
8643.0 2142 41.031 43.315 -5.462 101.398 1.217 0.9028 1.047 844.2 4627 2735 0.2292 1.243 0.7362 65.92
8653.0 2142 40.838 43.204 -5.443 101.113 1.217 0.9017 1.046 840.3 4602 2721 0.1924 1.352 0.7722 65.92
8663.0 2142 40.655 43.111 -5.423 100.803 1.217 0.9003 1.046 837.1 4577 2707 0.1562 1.458 0.807 65.92
8673.0 2142 40.481 43.038 -5.401 100.469 1.218 0.8986 1.045 834.8 4549 2692 0.1206 1.56 0.8405 65.92
8683.0 2141 40.292 42.978 -5.484 100.017 1.218 0.8959 1.043 833.9 4516 2675 0.08695 1.658 0.8725 65.92
8693.0 2141 40.135 42.940 -5.459 99.637 1.219 0.8938 1.042 833 4485 2659 0.05281 1.752 0.9023 65.92
8703.0 2141 39.987 42.920 -5.434 99.236 1.219 0.8917 1.042 832.9 4453 2643 0.01956 1.84 0.9296 65.92
8713.0 2141 39.845 42.916 -5.407 98.814 1.22 0.8898 1.041 833.4 4418 2626 -0.0127 1.92 0.9539 65.92
8723.0 2141 39.711 42.930 -5.380 98.373 1.22 0.8883 1.04 834.4 4382 2608 -0.04386 1.993 0.9745 65.92
8733.0 2141 39.583 42.959 -5.351 97.915 1.22 0.8873 1.039 835.9 4343 2589 -0.07382 2.056 0.9912 65.92
8743.0 2141 39.461 43.003 -5.321 97.441 1.22 0.8867 1.039 837.9 4302 2570 -0.1025 2.11 1.004 65.92
8753.0 2141 39.344 43.062 -5.291 96.954 1.22 0.8865 1.039 840.4 4260 2550 -0.13 2.155 1.012 65.92
8763.0 2141 39.231 43.135 -5.260 96.455 1.219 0.8867 1.039 843.3 4217 2530 -0.1562 2.191 1.017 65.92
8773.0 2140 39.096 43.214 -5.328 95.857 1.216 0.8864 1.037 847.5 4170 2509 -0.1794 2.217 1.019 65.93
8783.0 2140 38.989 43.312 -5.295 95.341 1.216 0.8871 1.037 851.3 4125 2488 -0.2033 2.238 1.017 65.93
8793.0 2140 38.884 43.421 -5.262 94.817 1.215 0.888 1.037 855.4 4079 2467 -0.2261 2.252 1.013 65.93
8803.0 2140 38.781 43.541 -5.229 94.288 1.214 0.889 1.038 860 4033 2446 -0.2479 2.26 1.006 65.93
8813.0 2140 38.680 43.673 -5.195 93.754 1.213 0.8901 1.038 865 3986 2426 -0.2688 2.263 0.9973 65.93
8823.0 2140 38.579 43.814 -5.161 93.216 1.212 0.8911 1.038 870.3 3939 2405 -0.2891 2.263 0.987 65.93
8833.0 2140 38.479 43.966 -5.127 92.676 1.212 0.892 1.038 876.1 3893 2384 -0.3087 2.26 0.9755 65.93
8843.0 2123 38.171 44.215 -5.460 90.348 1.211 0.8742 1.028 895.5 3739 2317 -0.3256 2.209 0.9417 65.93
8853.0 2123 38.066 44.381 -5.424 89.810 1.211 0.8746 1.028 902.1 3694 2298 -0.3445 2.202 0.9288 65.93
8863.0 2123 37.962 44.556 -5.387 89.271 1.211 0.8749 1.028 909.1 3649 2279 -0.3629 2.194 0.9153 65.93
8873.0 2123 37.856 44.740 -5.351 88.731 1.211 0.8752 1.028 916.4 3604 2260 -0.381 2.184 0.9014 65.93
8883.0 2123 37.750 44.932 -5.315 88.189 1.211 0.8753 1.028 924 3560 2242 -0.3988 2.173 0.887 65.93
8893.0 2123 37.643 45.131 -5.278 87.648 1.212 0.8753 1.029 932 3515 2224 -0.4163 2.161 0.8723 65.93
8903.0 2123 37.534 45.339 -5.241 87.105 1.212 0.8753 1.029 940.3 3471 2206 -0.4335 2.148 0.8574 65.93
8913.0 2123 37.423 45.554 -5.205 86.563 1.213 0.8752 1.029 948.9 3426 2188 -0.4505 2.135 0.8422 65.93
8923.0 2123 37.310 45.776 -5.168 86.020 1.215 0.8751 1.03 957.7 3382 2170 -0.4673 2.121 0.8268 65.93
8933.0 2123 37.194 46.006 -5.132 85.477 1.216 0.875 1.03 966.8 3338 2152 -0.4838 2.106 0.8112 65.93
8943.0 2123 37.075 46.242 -5.095 84.934 1.218 0.8748 1.031 976.1 3293 2135 -0.5001 2.091 0.7955 65.93
8953.0 2123 36.953 46.485 -5.058 84.392 1.22 0.8745 1.032 985.6 3248 2117 -0.5161 2.075 0.7796 65.93
8963.0 2123 36.826 46.735 -5.021 83.849 1.223 0.8743 1.033 995.2 3204 2099 -0.5318 2.059 0.7635 65.93
8973.0 2123 36.695 46.991 -4.984 83.307 1.226 0.874 1.034 1005 3159 2082 -0.5473 2.042 0.7473 65.93
8983.0 2123 36.557 47.253 -4.948 82.765 1.23 0.8737 1.036 1015 3113 2064 -0.5623 2.024 0.731 65.93
8993.0 2123 36.413 47.521 -4.911 82.224 1.235 0.8734 1.037 1024 3067 2046 -0.577 2.006 0.7145 65.93
9003.0 2123 36.260 47.795 -4.874 81.683 1.241 0.873 1.04 1034 3021 2027 -0.5914 1.987 0.6978 65.93
9013.0 2123 36.098 48.074 -4.837 81.142 1.247 0.8727 1.042 1044 2973 2009 -0.6053 1.967 0.681 65.93
9023.0 1685 38.059 49.850 -1.811 50.859 1.275 0.5915 0.8665 1352 1407 1380 -0.7594 1.021 0.1308 66.02
9033.0 1685 37.791 50.132 -1.793 50.489 1.28 0.5913 0.8681 1365 1384 1375 -0.7765 1.008 0.1158 66.02
9043.0 1685 37.505 50.419 -1.774 50.120 1.285 0.5911 0.8699 1378 1361 1370 -0.7933 0.9952 0.1009 66.02
9053.0 1685 37.197 50.711 -1.755 49.752 1.292 0.5908 0.8719 1390 1338 1364 -0.8098 0.9817 0.08596 66.02
9063.0 1685 36.864 51.007 -1.736 49.386 1.299 0.5906 0.8742 1403 1315 1359 -0.8259 0.9679 0.07097 66.02
9073.0 1685 36.502 51.309 -1.718 49.022 1.308 0.5905 0.8769 1415 1292 1353 -0.8416 0.9535 0.05595 66.02
9083.0 1727 39.012 54.250 -1.623 48.533 1.543 0.5832 0.9472 1466 1173 1320 -1.15 0.8688 -0.1407 66.13
9093.0 2405 55.481 54.196 -1.041 46.005 2.08 0.494 1.013 1352 974.4 1163 -1.949 0.7244 -0.6121 65.58
9103.0 1727 37.340 54.100 -2.158 48.421 1.952 0.6017 1.082 1262 1011 1136 -1.113 0.7711 -0.1708 65.85
9113.0 1685 36.249 53.002 -1.635 47.396 1.249 0.5884 0.8551 1539 1231 1385 -0.7289 0.924 0.09757 66.02
9123.0 1685 37.375 53.321 -1.620 47.059 1.263 0.5879 0.8595 1551 1208 1380 -0.7122 0.9073 0.09755 66.02
9133.0 1685 38.458 53.595 -1.601 46.707 1.278 0.5878 0.8646 1559 1184 1372 -0.7034 0.8887 0.09263 66.02
9143.0 1685 39.472 53.861 -1.581 46.354 1.294 0.5878 0.8698 1566 1160 1363 -0.6968 0.8693 0.08624 66.02
9153.0 1685 40.407 54.122 -1.562 46.005 1.31 0.5879 0.8752 1573 1136 1355 -0.6904 0.8496 0.07961 66.02
9163.0 1685 41.258 54.380 -1.542 45.658 1.326 0.5879 0.8807 1579 1113 1346 -0.685 0.8298 0.07239 66.02
9173.0 1685 42.017 54.635 -1.523 45.316 1.344 0.588 0.8863 1585 1090 1338 -0.6808 0.8097 0.06445 66.02
9183.0 1685 42.679 54.887 -1.503 44.977 1.361 0.588 0.8921 1590 1068 1329 -0.6789 0.7898 0.05544 66.02
9193.0 1684 43.296 55.101 -1.550 44.572 1.378 0.5831 0.8937 1601 1047 1324 -0.6815 0.7762 0.04737 66.01
9203.0 1684 43.746 55.349 -1.530 44.240 1.391 0.5831 0.8979 1608 1027 1318 -0.6852 0.7584 0.03659 66.01
9213.0 1684 44.084 55.596 -1.511 43.912 1.404 0.5831 0.9019 1616 1008 1312 -0.6915 0.7415 0.025 66.01
9223.0 1684 44.305 55.843 -1.492 43.587 1.416 0.583 0.9058 1624 989.3 1307 -0.7011 0.7253 0.01213 66.01
9233.0 1684 44.407 56.092 -1.473 43.265 1.429 0.5829 0.91 1631 970.3 1301 -0.7124 0.7096 -0.001417 66.01
9243.0 1684 44.388 56.342 -1.454 42.947 1.441 0.5829 0.9138 1638 952 1295 -0.7254 0.6948 -0.01529 66.01
9253.0 1684 44.246 56.594 -1.435 42.632 1.45 0.5828 0.9166 1648 935 1291 -0.7401 0.6813 -0.02939 66.01
9263.0 1684 43.980 56.848 -1.415 42.319 1.458 0.5827 0.9193 1657 918.4 1288 -0.7557 0.6685 -0.04361 66.01
9273.0 1684 43.588 57.106 -1.396 42.009 1.465 0.5826 0.9214 1668 902.5 1285 -0.7722 0.6563 -0.05795 66.01
9283.0 1684 43.069 57.366 -1.377 41.702 1.47 0.5825 0.9229 1679 887.3 1283 -0.7895 0.645 -0.07226 66.01
9293.0 1684 42.422 57.629 -1.358 41.398 1.474 0.5824 0.9242 1691 872.4 1282 -0.807 0.6339 -0.08652 66.01
9303.0 1684 41.648 57.895 -1.339 41.095 1.48 0.5824 0.9258 1702 857.4 1279 -0.8244 0.6229 -0.1007 66.01
9313.0 1684 40.744 58.165 -1.320 40.795 1.484 0.5823 0.9273 1713 842.6 1278 -0.8419 0.6122 -0.1148 66.01
9323.0 1688 40.137 59.018 -1.189 40.520 1.566 0.5849 0.9556 1708 805.2 1257 -0.9212 0.5884 -0.1664 65.99
9333.0 1688 38.980 59.311 -1.172 40.224 1.572 0.5848 0.9574 1719 790.9 1255 -0.9398 0.5781 -0.1808 65.99
9343.0 1702 38.896 60.816 -1.388 40.043 1.91 0.5896 1.058 1631 707 1169 -1.12 0.5228 -0.2988 65.96
9353.0 1716 38.576 62.061 -1.516 39.723 2.169 0.594 1.131 1584 649.1 1117 -1.268 0.4809 -0.3938 65.9
9363.0 1744 38.838 63.485 -1.497 39.349 2.613 0.5912 1.24 1510 580 1045 -1.476 0.432 -0.5219 65.94
9373.0 1780 39.020 64.507 -1.821 39.042 3.089 0.588 1.344 1436 526.2 981.3 -1.656 0.3936 -0.6311 66.03
9383.0 1884 41.218 65.247 -2.215 39.103 3.966 0.5784 1.51 1302 467.7 884.9 -1.942 0.3524 -0.7949 65.96
9393.0 2144 45.293 63.746 -1.727 38.980 4.837 0.5492 1.628 1144 427.8 785.9 -2.219 0.3259 -0.9466 65.71
9403.0 2538 47.774 60.160 -1.154 38.537 5.203 0.5102 1.628 1012 415.4 713.9 -2.292 0.3211 -0.9854 65.45
9413.0 2944 46.963 56.840 -1.534 38.024 5.305 0.4847 1.603 914.7 409.4 662.1 -2.149 0.3188 -0.9149 65.29
9423.0 3364 43.985 54.406 -1.196 37.822 5.409 0.4792 1.609 834.5 403.3 618.9 -1.86 0.3174 -0.7711 65.34
9433.0 1684 23.424 59.708 -1.050 36.809 1.471 0.5764 0.9193 1792 680.9 1236 0.001404 0.4926 0.247 66.01
9443.0 1684 25.012 60.261 -1.034 36.582 1.491 0.5752 0.9244 1818 670.1 1244 0.09401 0.4835 0.2888 66.01
9453.0 1684 26.656 60.661 -1.019 36.342 1.504 0.5742 0.9276 1840 660.5 1250 0.1648 0.4748 0.3198 66.01
9463.0 1684 28.293 60.926 -1.005 36.098 1.516 0.5734 0.9305 1854 651 1253 0.2138 0.4657 0.3398 66.01
9473.0 1683 29.882 61.091 -1.055 35.757 1.508 0.5678 0.9236 1882 644.8 1264 0.2453 0.4638 0.3546 66.01
9483.0 1682 31.422 61.156 -1.103 35.406 1.498 0.5629 0.9166 1904 638.3 1271 0.2559 0.4609 0.3584 66.01
9493.0 1682 32.826 61.153 -1.085 35.149 1.503 0.5626 0.918 1905 629.2 1267 0.256 0.4507 0.3533 66.01
9503.0 1682 34.117 61.112 -1.066 34.894 1.508 0.5624 0.9191 1903 620.4 1262 0.2474 0.4403 0.3438 66.01
9513.0 1682 35.284 61.058 -1.047 34.644 1.511 0.5624 0.9202 1900 611.7 1256 0.236 0.4296 0.3328 66.01
9523.0 1682 36.324 61.003 -1.029 34.398 1.515 0.5623 0.9214 1897 603.1 1250 0.2249 0.4188 0.3219 66.01
9533.0 1682 37.236 60.950 -1.010 34.157 1.519 0.5622 0.9225 1893 594.5 1244 0.2146 0.4078 0.3112 66.01
9543.0 1682 38.022 60.897 -0.992 33.920 1.523 0.5622 0.9238 1889 586.1 1238 0.2051 0.3965 0.3008 66.01
9553.0 1681 38.703 60.857 -1.040 33.589 1.515 0.5587 0.9182 1900 578.8 1239 0.1953 0.3895 0.2924 66.01
9563.0 1681 39.237 60.806 -1.022 33.361 1.518 0.5587 0.9192 1896 570.7 1233 0.1885 0.3776 0.283 66.01
9573.0 1681 39.648 60.754 -1.004 33.138 1.522 0.5587 0.9203 1891 562.7 1227 0.1834 0.3651 0.2743 66.01
9583.0 1681 39.938 60.701 -0.986 32.922 1.525 0.5587 0.9213 1887 555 1221 0.1808 0.3523 0.2665 66.01
9593.0 1681 40.107 60.645 -0.968 32.712 1.528 0.5588 0.9222 1882 547.5 1215 0.1807 0.3389 0.2598 66.01
9603.0 1681 40.159 60.587 -0.951 32.509 1.531 0.5589 0.9233 1876 540.1 1208 0.1833 0.3249 0.2541 66.01
9613.0 1681 40.094 60.526 -0.933 32.313 1.534 0.559 0.9244 1870 532.9 1201 0.1889 0.3103 0.2496 66.01
9623.0 1681 39.915 60.459 -0.915 32.124 1.538 0.559 0.9255 1863 526 1195 0.1976 0.295 0.2463 66.01
9633.0 1680 39.610 60.402 -0.964 31.839 1.524 0.5551 0.9178 1874 520.8 1198 0.2143 0.2847 0.2495 66.01
9643.0 1680 39.210 60.322 -0.947 31.665 1.527 0.5551 0.9186 1867 514.5 1191 0.23 0.2683 0.2492 66.01
9653.0 1680 38.706 60.235 -0.930 31.501 1.529 0.5551 0.9193 1859 508.5 1184 0.2487 0.2515 0.2501 66.01
9663.0 1680 38.101 60.140 -0.914 31.346 1.531 0.5549 0.9199 1851 502.9 1177 0.27 0.2344 0.2522 66.01
9673.0 1680 37.399 60.035 -0.897 31.201 1.534 0.5545 0.9203 1843 497.7 1170 0.2936 0.2171 0.2554 66.01
9683.0 1680 36.604 59.920 -0.881 31.066 1.536 0.554 0.9205 1834 493 1163 0.319 0.1997 0.2593 66.01
9693.0 1680 35.721 59.795 -0.865 30.941 1.538 0.5534 0.9206 1825 488.6 1157 0.3455 0.1823 0.2639 66.01
9703.0 1680 34.755 59.659 -0.849 30.827 1.54 0.5526 0.9205 1815 484.7 1150 0.3728 0.165 0.2689 66.01
9713.0 1694 35.422 62.170 -0.948 30.678 1.669 0.5622 0.9663 1875 456.6 1166 0.2735 0.1436 0.2086 65.97
9723.0 1756 39.724 67.240 -1.188 31.013 2.202 0.5755 1.122 1886 401.3 1144 -0.1692 0.1165 -0.02635 65.94
9733.0 1910 46.383 69.769 -1.656 31.501 2.642 0.5764 1.23 1855 378.1 1116 -0.5951 0.1241 -0.2355 66.02
9743.0 2696 54.671 61.088 -0.928 30.759 2.484 0.5015 1.115 1559 395.3 977.2 -0.7837 0.1565 -0.3136 65.51
9753.0 1680 29.203 58.218 -0.755 30.255 1.643 0.5415 0.9415 1696 458.1 1077 0.7274 0.06934 0.3983 66.01
9763.0 1680 29.489 58.096 -0.744 30.186 1.649 0.5395 0.9417 1689 456 1073 0.7506 0.0566 0.4036 66.01
9773.0 1680 29.785 57.888 -0.731 30.140 1.653 0.538 0.9414 1678 454.8 1066 0.7602 0.0429 0.4015 66.01
